filename,label,iou,x1,y1,x2,y2,gt_box
00004_0019_neg.png,0,0.00348769617266953,384,202,530,226,"[319.0, 186.0, 386.0, 211.0]"
00004_0003_neg.png,0,0.0,0,55,24,68,"[158.0, 164.0, 235.0, 185.0]"
00004_0067_neg.png,0,0.0,124,14,153,50,"[158.0, 164.0, 235.0, 185.0]"
00004_0053_neg.png,0,0.0,350,32,368,48,"[158.0, 164.0, 235.0, 185.0]"
00004_0084_neg.png,0,0.0,82,27,117,49,"[158.0, 164.0, 235.0, 185.0]"
00005_0001_pos.png,1,0.7308882474899292,198,95,336,228,"[164.0, 91.0, 333.0, 234.0]"
00005_0068_pos.png,1,0.6717179417610168,165,82,310,209,"[164.0, 91.0, 333.0, 234.0]"
00005_0080_pos.png,1,0.8529868721961975,171,95,336,245,"[164.0, 91.0, 333.0, 234.0]"
00005_0047_neg.png,0,0.05399925634264946,211,137,240,182,"[164.0, 91.0, 333.0, 234.0]"
00005_0039_neg.png,0,0.0,187,28,218,60,"[164.0, 91.0, 333.0, 234.0]"
00005_0037_neg.png,0,0.0,32,200,57,224,"[164.0, 91.0, 333.0, 234.0]"
00006_0015_pos.png,1,0.7319145798683167,178,110,377,255,"[165.0, 90.0, 389.0, 266.0]"
00006_0076_pos.png,1,0.7745282053947449,180,108,377,263,"[165.0, 90.0, 389.0, 266.0]"
00006_0025_neg.png,0,0.022338666021823883,151,95,192,128,"[165.0, 90.0, 389.0, 266.0]"
00006_0028_neg.png,0,0.1966729611158371,0,54,262,300,"[165.0, 90.0, 389.0, 266.0]"
00006_0016_neg.png,0,0.0,282,60,309,83,"[165.0, 90.0, 389.0, 266.0]"
00006_0081_neg.png,0,0.0,148,33,167,48,"[165.0, 90.0, 389.0, 266.0]"
00006_0012_neg.png,0,0.02176339365541935,172,160,205,186,"[165.0, 90.0, 389.0, 266.0]"
00006_0066_neg.png,0,0.1785714328289032,25,98,128,144,"[57.0, 89.0, 103.0, 118.0]"
00006_0092_neg.png,0,0.0,176,285,184,300,"[165.0, 90.0, 389.0, 266.0]"
00006_0094_neg.png,0,0.0,17,173,42,193,"[165.0, 90.0, 389.0, 266.0]"
00006_0050_neg.png,0,0.009131493046879768,169,167,187,187,"[165.0, 90.0, 389.0, 266.0]"
00007_0091_pos.png,1,0.6501547694206238,160,246,279,267,"[169.0, 239.0, 285.0, 268.0]"
00007_0080_neg.png,0,0.0,0,101,32,122,"[169.0, 239.0, 285.0, 268.0]"
00007_0095_neg.png,0,0.0,63,0,98,25,"[169.0, 239.0, 285.0, 268.0]"
00007_0016_neg.png,0,0.0,375,23,480,80,"[169.0, 239.0, 285.0, 268.0]"
00007_0027_neg.png,0,0.0,78,22,111,39,"[169.0, 239.0, 285.0, 268.0]"
00007_0018_neg.png,0,0.0,349,156,395,166,"[169.0, 239.0, 285.0, 268.0]"
00007_0057_neg.png,0,0.0,353,108,423,156,"[169.0, 239.0, 285.0, 268.0]"
00008_0042_pos.png,1,0.7054361701011658,102,203,186,296,"[78.0, 201.0, 191.0, 299.0]"
00008_0093_neg.png,0,0.0,0,0,144,61,"[78.0, 201.0, 191.0, 299.0]"
00008_0026_neg.png,0,0.0,369,256,400,278,"[78.0, 201.0, 191.0, 299.0]"
00008_0068_neg.png,0,0.12727272510528564,48,147,100,168,"[1.0, 104.0, 131.0, 170.0]"
00008_0070_neg.png,0,0.11032728105783463,277,174,400,262,"[195.0, 156.0, 313.0, 227.0]"
00008_0064_neg.png,0,0.156206414103508,0,109,57,133,"[1.0, 104.0, 131.0, 170.0]"
00008_0006_neg.png,0,0.09228333085775375,0,0,400,300,"[78.0, 201.0, 191.0, 299.0]"
00008_0025_neg.png,0,0.0,9,96,48,103,"[78.0, 201.0, 191.0, 299.0]"
00008_0084_neg.png,0,0.08645209670066833,285,182,383,215,"[195.0, 156.0, 313.0, 227.0]"
00008_0050_neg.png,0,0.0,134,29,172,48,"[78.0, 201.0, 191.0, 299.0]"
00008_0097_neg.png,0,0.0,315,272,400,300,"[78.0, 201.0, 191.0, 299.0]"
00008_0092_neg.png,0,0.10952023416757584,240,14,400,163,"[203.0, 111.0, 311.0, 150.0]"
00008_0087_neg.png,0,0.15832269191741943,0,119,48,148,"[1.0, 104.0, 131.0, 170.0]"
00008_0069_neg.png,0,0.0,271,265,318,293,"[78.0, 201.0, 191.0, 299.0]"
00008_0019_neg.png,0,0.09092950075864792,138,38,311,126,"[203.0, 111.0, 311.0, 150.0]"
00008_0051_neg.png,0,0.0,383,0,400,24,"[78.0, 201.0, 191.0, 299.0]"
00008_0095_neg.png,0,0.0,171,0,249,17,"[78.0, 201.0, 191.0, 299.0]"
00008_0067_neg.png,0,0.0,274,280,302,293,"[78.0, 201.0, 191.0, 299.0]"
00008_0055_neg.png,0,0.0,68,0,83,12,"[78.0, 201.0, 191.0, 299.0]"
00008_0036_neg.png,0,0.0,336,271,362,294,"[78.0, 201.0, 191.0, 299.0]"
00008_0060_neg.png,0,0.0,230,42,265,82,"[78.0, 201.0, 191.0, 299.0]"
00008_0002_neg.png,0,0.0,96,172,128,198,"[78.0, 201.0, 191.0, 299.0]"
00008_0099_neg.png,0,0.0,339,0,375,44,"[78.0, 201.0, 191.0, 299.0]"
00008_0071_neg.png,0,0.2096119374036789,0,169,127,300,"[78.0, 201.0, 191.0, 299.0]"
00009_0034_pos.png,1,0.6872401833534241,75,123,199,321,"[65.0, 122.0, 229.0, 299.0]"
00009_0073_pos.png,1,0.7570474743843079,71,118,228,265,"[65.0, 122.0, 229.0, 299.0]"
00009_0085_pos.png,1,0.7450411319732666,49,104,224,285,"[65.0, 122.0, 229.0, 299.0]"
00009_0071_neg.png,0,0.01581231877207756,74,155,91,182,"[65.0, 122.0, 229.0, 299.0]"
00009_0043_neg.png,0,0.03761884942650795,79,167,118,195,"[65.0, 122.0, 229.0, 299.0]"
00009_0002_neg.png,0,0.0,64,65,80,80,"[65.0, 122.0, 229.0, 299.0]"
00010_0075_neg.png,0,0.02030644193291664,242,129,272,155,"[135.0, 133.0, 392.0, 259.0]"
00010_0018_neg.png,0,0.0,364,0,394,19,"[235.0, 53.0, 284.0, 62.0]"
00010_0059_neg.png,0,0.0,130,0,177,19,"[235.0, 53.0, 284.0, 62.0]"
00010_0026_neg.png,0,0.22627033293247223,0,32,534,300,"[135.0, 133.0, 392.0, 259.0]"
00010_0085_neg.png,0,0.0,417,22,463,36,"[235.0, 53.0, 284.0, 62.0]"
00010_0014_neg.png,0,0.0044469148851931095,183,211,195,223,"[135.0, 133.0, 392.0, 259.0]"
00011_0029_pos.png,1,0.6914893388748169,141,99,167,110,"[139.0, 100.0, 174.0, 110.0]"
00011_0041_pos.png,1,0.5568181872367859,192,96,217,106,"[196.0, 97.0, 219.0, 104.0]"
00011_0053_pos.png,1,0.6982142925262451,218,140,286,163,"[209.0, 137.0, 289.0, 165.0]"
00011_0064_pos.png,1,0.543749988079071,230,142,288,163,"[209.0, 137.0, 289.0, 165.0]"
00011_0066_pos.png,1,0.6538461446762085,160,124,194,135,"[154.0, 122.0, 198.0, 135.0]"
00011_0080_pos.png,1,0.5223880410194397,157,107,192,119,"[157.0, 111.0, 193.0, 122.0]"
00011_0091_pos.png,1,0.5137291550636292,215,229,286,268,"[201.0, 216.0, 299.0, 271.0]"
00011_0027_neg.png,0,0.0,343,0,376,26,"[201.0, 216.0, 299.0, 271.0]"
00011_0005_neg.png,0,0.025261545553803444,128,20,358,105,"[266.0, 94.0, 311.0, 106.0]"
00011_0043_neg.png,0,0.1490039825439453,118,97,267,139,"[212.0, 104.0, 268.0, 121.0]"
00011_0006_neg.png,0,0.044343892484903336,0,25,442,300,"[201.0, 216.0, 299.0, 271.0]"
00011_0092_neg.png,0,0.0,0,233,16,242,"[201.0, 216.0, 299.0, 271.0]"
00011_0031_neg.png,0,0.0,323,36,345,64,"[201.0, 216.0, 299.0, 271.0]"
00011_0037_neg.png,0,0.4333333373069763,269,98,308,104,"[266.0, 94.0, 311.0, 106.0]"
00011_0083_neg.png,0,0.0,291,144,388,187,"[201.0, 216.0, 299.0, 271.0]"
00011_0085_neg.png,0,0.0714285746216774,230,144,240,160,"[209.0, 137.0, 289.0, 165.0]"
00011_0009_neg.png,0,0.053751762956380844,240,26,356,105,"[266.0, 94.0, 311.0, 106.0]"
00011_0046_neg.png,0,0.0,141,225,155,238,"[201.0, 216.0, 299.0, 271.0]"
00011_0089_neg.png,0,0.0,256,0,314,19,"[201.0, 216.0, 299.0, 271.0]"
00011_0071_neg.png,0,0.0,238,45,288,60,"[201.0, 216.0, 299.0, 271.0]"
00011_0032_neg.png,0,0.4579124450683594,32,222,64,239,"[26.0, 214.0, 70.0, 241.0]"
00011_0007_neg.png,0,0.0,417,88,442,124,"[201.0, 216.0, 299.0, 271.0]"
00011_0073_neg.png,0,0.14129520952701569,209,114,236,129,"[212.0, 104.0, 268.0, 121.0]"
00011_0035_neg.png,0,0.4884868562221527,257,117,311,128,"[252.0, 112.0, 316.0, 131.0]"
00011_0025_neg.png,0,0.28205129504203796,214,93,307,131,"[252.0, 112.0, 316.0, 131.0]"
00011_0033_neg.png,0,0.2537313401699066,157,99,192,113,"[139.0, 100.0, 174.0, 110.0]"
00011_0051_neg.png,0,0.19256308674812317,212,184,421,300,"[201.0, 216.0, 299.0, 271.0]"
00011_0001_neg.png,0,0.0,39,0,256,68,"[201.0, 216.0, 299.0, 271.0]"
00011_0098_neg.png,0,0.0,317,0,442,80,"[201.0, 216.0, 299.0, 271.0]"
00011_0049_neg.png,0,0.08964451402425766,213,161,271,171,"[209.0, 137.0, 289.0, 165.0]"
00011_0093_neg.png,0,0.01682726852595806,290,199,346,229,"[201.0, 216.0, 299.0, 271.0]"
00011_0047_neg.png,0,0.0,288,0,313,15,"[201.0, 216.0, 299.0, 271.0]"
00011_0038_neg.png,0,0.0,397,72,425,86,"[201.0, 216.0, 299.0, 271.0]"
00011_0084_neg.png,0,0.0,261,61,306,69,"[201.0, 216.0, 299.0, 271.0]"
00011_0011_neg.png,0,0.0,0,32,79,115,"[201.0, 216.0, 299.0, 271.0]"
00011_0079_neg.png,0,0.0,362,38,442,160,"[201.0, 216.0, 299.0, 271.0]"
00011_0099_neg.png,0,0.0,269,20,305,27,"[201.0, 216.0, 299.0, 271.0]"
00011_0094_neg.png,0,0.0,64,160,80,176,"[201.0, 216.0, 299.0, 271.0]"
00011_0040_neg.png,0,0.2675601840019226,144,215,381,300,"[201.0, 216.0, 299.0, 271.0]"
00011_0076_neg.png,0,0.21435897052288055,209,83,307,131,"[252.0, 112.0, 316.0, 131.0]"
00011_0055_neg.png,0,0.4547784626483917,199,224,270,260,"[201.0, 216.0, 299.0, 271.0]"
00011_0018_neg.png,0,0.0,416,0,442,16,"[201.0, 216.0, 299.0, 271.0]"
00011_0090_neg.png,0,0.0,56,95,131,141,"[201.0, 216.0, 299.0, 271.0]"
00011_0086_neg.png,0,0.0,411,113,442,149,"[201.0, 216.0, 299.0, 271.0]"
00011_0000_neg.png,0,0.048734862357378006,240,26,368,105,"[266.0, 94.0, 311.0, 106.0]"
00011_0034_neg.png,0,0.0,127,26,261,51,"[201.0, 216.0, 299.0, 271.0]"
00012_0009_pos.png,1,0.5474364161491394,98,34,346,176,"[52.0, 43.0, 324.0, 139.0]"
00012_0012_neg.png,0,0.050039712339639664,282,12,400,82,"[52.0, 43.0, 324.0, 139.0]"
00012_0095_neg.png,0,0.14015623927116394,0,14,139,96,"[52.0, 43.0, 324.0, 139.0]"
00012_0078_neg.png,0,0.06721048057079315,236,85,301,112,"[52.0, 43.0, 324.0, 139.0]"
00012_0023_neg.png,0,0.06247307360172272,75,110,135,168,"[52.0, 43.0, 324.0, 139.0]"
00012_0070_neg.png,0,0.07720588147640228,141,72,197,108,"[52.0, 43.0, 324.0, 139.0]"
00012_0083_neg.png,0,0.01344209536910057,291,50,318,63,"[52.0, 43.0, 324.0, 139.0]"
00012_0041_neg.png,0,0.1806449145078659,129,51,218,104,"[52.0, 43.0, 324.0, 139.0]"
00012_0088_neg.png,0,0.02730545401573181,76,81,107,104,"[52.0, 43.0, 324.0, 139.0]"
00012_0030_neg.png,0,0.005061689298599958,322,22,400,176,"[52.0, 43.0, 324.0, 139.0]"
00013_0011_pos.png,1,0.8632428050041199,141,154,248,236,"[139.0, 153.0, 260.0, 237.0]"
00013_0061_pos.png,1,0.5123019218444824,143,152,295,276,"[139.0, 153.0, 260.0, 237.0]"
00013_0062_pos.png,1,0.7146263718605042,31,166,68,200,"[36.0, 170.0, 67.0, 199.0]"
00013_0069_pos.png,1,0.698481559753418,35,170,64,193,"[36.0, 170.0, 67.0, 199.0]"
00013_0078_neg.png,0,0.0,126,259,139,277,"[139.0, 153.0, 260.0, 237.0]"
00013_0080_neg.png,0,0.0,346,58,400,117,"[139.0, 153.0, 260.0, 237.0]"
00013_0016_neg.png,0,0.0,31,349,49,376,"[139.0, 153.0, 260.0, 237.0]"
00013_0042_neg.png,0,0.07273924350738525,38,14,400,400,"[139.0, 153.0, 260.0, 237.0]"
00013_0021_neg.png,0,0.0,84,12,123,57,"[139.0, 153.0, 260.0, 237.0]"
00013_0010_neg.png,0,0.0635249987244606,0,0,400,400,"[139.0, 153.0, 260.0, 237.0]"
00014_0057_pos.png,1,0.5570902228355408,145,129,240,192,"[148.0, 137.0, 225.0, 213.0]"
00014_0085_neg.png,0,0.0,352,90,368,112,"[148.0, 137.0, 225.0, 213.0]"
00014_0093_neg.png,0,0.0,320,144,336,176,"[148.0, 137.0, 225.0, 213.0]"
00014_0081_neg.png,0,0.0,166,292,214,300,"[148.0, 137.0, 225.0, 213.0]"
00014_0064_neg.png,0,0.0,304,32,335,39,"[148.0, 137.0, 225.0, 213.0]"
00014_0054_neg.png,0,0.0,112,0,172,40,"[148.0, 137.0, 225.0, 213.0]"
00014_0029_neg.png,0,0.0,240,240,272,279,"[148.0, 137.0, 225.0, 213.0]"
00015_0023_pos.png,1,0.6153846383094788,158,162,214,206,"[157.0, 161.0, 234.0, 213.0]"
00015_0047_pos.png,1,0.5634920597076416,163,151,241,231,"[157.0, 161.0, 234.0, 213.0]"
00015_0078_pos.png,1,0.7067833542823792,156,162,214,214,"[157.0, 161.0, 234.0, 213.0]"
00015_0010_neg.png,0,0.0,0,360,45,400,"[157.0, 161.0, 234.0, 213.0]"
00015_0041_neg.png,0,0.0,5,129,22,154,"[157.0, 161.0, 234.0, 213.0]"
00015_0059_neg.png,0,0.0,184,74,196,91,"[157.0, 161.0, 234.0, 213.0]"
00016_0018_pos.png,1,0.5695908665657043,0,118,485,300,"[52.0, 100.0, 417.0, 266.0]"
00016_0083_neg.png,0,0.0,30,273,73,300,"[52.0, 100.0, 417.0, 266.0]"
00016_0056_neg.png,0,0.012856907211244106,204,100,245,119,"[52.0, 100.0, 417.0, 266.0]"
00016_0054_neg.png,0,0.004434019792824984,251,76,320,104,"[52.0, 100.0, 417.0, 266.0]"
00017_0044_pos.png,1,0.5768811106681824,244,216,301,262,"[228.0, 215.0, 290.0, 266.0]"
00017_0057_pos.png,1,0.6410596370697021,65,82,387,197,"[106.0, 99.0, 397.0, 214.0]"
00017_0058_pos.png,1,0.5091484189033508,0,40,127,71,"[19.0, 48.0, 117.0, 76.0]"
00017_0066_pos.png,1,0.6270564794540405,65,96,338,227,"[106.0, 99.0, 397.0, 214.0]"
00017_0096_pos.png,1,0.5584906935691833,112,112,408,273,"[106.0, 99.0, 397.0, 214.0]"
00017_0032_neg.png,0,0.0,57,0,105,15,"[106.0, 99.0, 397.0, 214.0]"
00017_0051_neg.png,0,0.015299567021429539,160,108,192,124,"[106.0, 99.0, 397.0, 214.0]"
00017_0081_neg.png,0,0.011922904290258884,347,161,368,180,"[106.0, 99.0, 397.0, 214.0]"
00017_0003_neg.png,0,0.11134020984172821,318,142,387,196,"[106.0, 99.0, 397.0, 214.0]"
00017_0012_neg.png,0,0.0,6,0,64,24,"[106.0, 99.0, 397.0, 214.0]"
00017_0034_neg.png,0,0.14386075735092163,0,0,187,102,"[19.0, 48.0, 117.0, 76.0]"
00017_0091_neg.png,0,0.0006488718208856881,331,79,353,100,"[106.0, 99.0, 397.0, 214.0]"
00017_0024_neg.png,0,0.2583411931991577,0,29,478,300,"[106.0, 99.0, 397.0, 214.0]"
00017_0094_neg.png,0,0.031073445454239845,209,96,264,118,"[106.0, 99.0, 397.0, 214.0]"
00018_0010_pos.png,1,0.7901691198348999,100,123,204,243,"[99.0, 128.0, 225.0, 244.0]"
00018_0017_pos.png,1,0.7729979157447815,95,123,204,243,"[99.0, 128.0, 225.0, 244.0]"
00018_0082_neg.png,0,0.0,0,88,55,146,"[99.0, 128.0, 225.0, 244.0]"
00018_0041_neg.png,0,0.18591761589050293,132,12,268,67,"[232.0, 10.0, 277.0, 53.0]"
00018_0031_neg.png,0,0.0,37,218,72,245,"[99.0, 128.0, 225.0, 244.0]"
00018_0080_neg.png,0,0.13613101840019226,206,0,251,31,"[232.0, 10.0, 277.0, 53.0]"
00018_0060_neg.png,0,0.0,230,276,261,306,"[99.0, 128.0, 225.0, 244.0]"
00018_0035_neg.png,0,0.03259345889091492,255,236,286,245,"[218.0, 154.0, 298.0, 261.0]"
00018_0008_neg.png,0,0.0,0,226,47,241,"[99.0, 128.0, 225.0, 244.0]"
00018_0086_neg.png,0,0.14942528307437897,105,139,157,181,"[99.0, 128.0, 225.0, 244.0]"
00018_0020_neg.png,0,0.32237449288368225,234,142,385,247,"[218.0, 154.0, 298.0, 261.0]"
00019_0099_neg.png,0,0.0,122,0,300,62,"[109.0, 130.0, 282.0, 195.0]"
00019_0048_neg.png,0,0.0,64,8,96,50,"[109.0, 130.0, 282.0, 195.0]"
00019_0056_neg.png,0,0.0621250718832016,76,135,136,163,"[109.0, 130.0, 282.0, 195.0]"
00020_0013_pos.png,1,0.5405017733573914,82,97,111,123,"[82.0, 95.0, 113.0, 140.0]"
00020_0031_pos.png,1,0.6236559152603149,82,96,111,126,"[82.0, 95.0, 113.0, 140.0]"
00020_0050_pos.png,1,0.6358675956726074,178,148,293,251,"[158.0, 152.0, 270.0, 247.0]"
00020_0057_pos.png,1,0.8049535751342773,166,148,280,249,"[158.0, 152.0, 270.0, 247.0]"
00020_0080_pos.png,1,0.5505762100219727,151,114,244,247,"[158.0, 152.0, 270.0, 247.0]"
00020_0084_neg.png,0,0.0,75,189,108,234,"[158.0, 152.0, 270.0, 247.0]"
00020_0035_neg.png,0,0.0,382,110,400,131,"[158.0, 152.0, 270.0, 247.0]"
00020_0087_neg.png,0,0.0,176,281,234,321,"[158.0, 152.0, 270.0, 247.0]"
00020_0006_neg.png,0,0.0,0,293,21,308,"[158.0, 152.0, 270.0, 247.0]"
00020_0076_neg.png,0,0.0,358,0,382,15,"[158.0, 152.0, 270.0, 247.0]"
00020_0014_neg.png,0,0.0,46,177,68,192,"[158.0, 152.0, 270.0, 247.0]"
00021_0043_pos.png,1,0.7150309681892395,137,133,245,189,"[158.0, 138.0, 244.0, 190.0]"
00021_0047_pos.png,1,0.6190476417541504,249,111,319,144,"[263.0, 112.0, 318.0, 138.0]"
00021_0069_pos.png,1,0.8225806355476379,159,130,246,189,"[158.0, 138.0, 244.0, 190.0]"
00021_0093_pos.png,1,0.7728666663169861,137,139,242,190,"[158.0, 138.0, 244.0, 190.0]"
00021_0009_neg.png,0,0.0,59,55,83,66,"[158.0, 138.0, 244.0, 190.0]"
00021_0079_neg.png,0,0.0,72,44,258,89,"[158.0, 138.0, 244.0, 190.0]"
00021_0096_neg.png,0,0.0,124,320,150,339,"[158.0, 138.0, 244.0, 190.0]"
00021_0090_neg.png,0,0.0,382,124,400,139,"[158.0, 138.0, 244.0, 190.0]"
00021_0059_neg.png,0,0.1324940025806427,249,117,276,134,"[263.0, 112.0, 318.0, 138.0]"
00021_0057_neg.png,0,0.0,30,40,56,61,"[158.0, 138.0, 244.0, 190.0]"
00022_0045_neg.png,0,0.0,339,241,365,263,"[154.0, 152.0, 219.0, 192.0]"
00022_0073_neg.png,0,0.10462633520364761,144,160,168,181,"[154.0, 152.0, 219.0, 192.0]"
00022_0097_neg.png,0,0.0,323,128,349,143,"[154.0, 152.0, 219.0, 192.0]"
00023_0000_pos.png,1,0.8299200534820557,128,157,243,284,"[131.0, 148.0, 245.0, 295.0]"
00023_0049_pos.png,1,0.8511654734611511,128,150,240,284,"[131.0, 148.0, 245.0, 295.0]"
00023_0047_neg.png,0,0.0,63,290,90,320,"[131.0, 148.0, 245.0, 295.0]"
00023_0094_neg.png,0,0.0,70,0,123,45,"[131.0, 148.0, 245.0, 295.0]"
00024_0035_pos.png,1,0.7111111283302307,352,53,384,61,"[352.0, 51.0, 388.0, 61.0]"
00024_0003_neg.png,0,0.04976851865649223,343,38,450,230,"[335.0, 86.0, 386.0, 110.0]"
00024_0052_neg.png,0,0.20895522832870483,341,57,366,68,"[344.0, 61.0, 388.0, 75.0]"
00024_0047_neg.png,0,0.0,0,92,40,112,"[166.0, 159.0, 328.0, 225.0]"
00024_0021_neg.png,0,0.0,254,96,279,114,"[166.0, 159.0, 328.0, 225.0]"
00024_0076_neg.png,0,0.05218855291604996,199,176,292,182,"[166.0, 159.0, 328.0, 225.0]"
00024_0088_neg.png,0,0.0,440,275,450,291,"[166.0, 159.0, 328.0, 225.0]"
00024_0043_neg.png,0,0.0,162,22,223,32,"[166.0, 159.0, 328.0, 225.0]"
00024_0033_neg.png,0,0.0,172,26,311,45,"[166.0, 159.0, 328.0, 225.0]"
00024_0055_neg.png,0,0.06921062618494034,285,199,322,219,"[166.0, 159.0, 328.0, 225.0]"
